1.30034	-0.800534
1.16318	-0.393949
1.02819	-0.286599
1.04933	-0.197291
1.06957	0.000209513
1.06368	-0.258474
1.1226	-0.178479
0.836748	-0.0347746
1.149	-0.363751
0.811046	-0.500614
0.744413	-0.576698
1.75436	-1.25874
1.62766	-1.16614
1.72853	-1.4103
1.71875	-1.45496
2.02682	-1.88726
2.03177	-2.06003
1.76794	-1.66131
1.25578	-0.904153
1.22794	-0.841161
1.08094	-0.653522
0.849129	-0.334062
0.541337	-0.366833
-0.258675	-0.242964
-0.26608	-0.457343
-0.298507	-0.499186
-0.401502	-0.463653
-0.207983	-0.321013
-0.121509	-0.122706
0.82109	-0.734197
1.40546	-1.27111
2.10011	-2.01737
1.75895	-1.3347
2.44345	-2.27695
2.4487	-2.10513
1.80983	-1.09329
1.87623	-1.50204
1.98134	-1.62318
2.09486	-1.94327
2.05393	-1.78099
1.77161	-1.34567
2.17977	-1.98741
1.81164	-1.4415
1.74445	-1.47528
1.30572	-0.681752
1.21753	-0.500809
1.1592	-0.649181
1.08517	-0.778476
0.815345	-0.555509
0.686222	-0.361545
0.997055	-0.40083
1.01867	-0.347826
1.03925	0.0858534
0.530649	-0.0348756
-0.313973	-0.415019
-0.223296	-0.509639
0.357381	-0.200433
0.429938	0.102026
0.42979	0.172038
0.757187	0.177371
0.53885	-0.0601671
0.561545	-0.283484
0.537574	-0.0587254
0.673887	-0.0936449
0.686878	-0.123518
0.610687	0.182599
0.646214	0.110818
0.227305	0.342959
0.0228002	0.587223
0.541844	-0.0422075
2.01549	-1.62714
2.13983	-1.39052
1.98051	-1.32483
2.38937	-2.23931
2.49148	-2.2508
2.29595	-2.17444
2.74872	-2.81804
2.09573	-1.45688
1.78567	-0.857572
1.48059	-0.40783
1.36744	-0.417522
1.24091	-0.461031
1.55441	-0.783373
1.51866	-0.990256
1.03976	-0.347443
0.713357	-0.297629
0.40096	-0.361557
0.59809	-0.738723
1.02428	-0.731842
1.27668	-0.479631
1.52472	-0.705061
1.09477	-0.27064
0.865253	-0.251333
0.942817	-0.169909
0.434541	-0.403207
0.302663	-0.420032
0.128443	-0.883358
-0.0236819	-1.24814
0.0326446	-1.12665
-0.0923635	-1.24038
-0.171295	-1.24083
-0.128816	-1.19725
0.127995	-1.16601
0.388413	-1.2705
0.389731	-1.11377
0.305158	-0.905278
0.433785	-0.910122
0.576115	-0.882472
1.2631	-1.20486
0.712066	-0.424179
0.818675	-0.412634
0.790914	-0.466269
0.796339	-0.550618
1.06919	-0.665466
1.16922	-0.701182
1.00064	-0.504193
0.881529	-0.489746
0.98249	-0.480095
0.8907	-0.190374
0.837617	-0.350247
0.778083	-0.0378623
1.03128	-0.385581
1.13615	-0.538144
0.826458	-0.140234
0.822756	-0.242305
1.08619	-0.368404
1.09679	-0.378586
0.88775	-0.51478
1.41909	-1.19123
1.18685	-0.920818
1.54541	-1.30616
1.10983	-1.01929
1.06879	-0.725277
1.26823	-0.669903
1.36273	-0.657964
1.16283	-0.501597
1.42526	-0.846493
1.81209	-1.33114
1.83209	-1.63365
1.48197	-1.33236
1.32143	-1.28476
1.39922	-1.37805
1.26071	-1.52537
0.865003	-1.16201
0.425691	-0.885973
0.217626	-0.910449
-0.00370803	-1.05195
0.225033	-1.06802
0.00973418	-0.699365
0.0454375	-0.614349
0.429292	-0.68172
0.784584	-0.806579
1.13917	-1.08441
1.1233	-0.949194
1.05246	-0.619991
1.2555	-0.914431
1.02408	-0.524804
1.15525	-0.470476
1.06078	-0.496595
0.883955	-0.335551
1.06534	-0.25785
1.1111	-0.0536747
0.977367	-0.057253
0.761321	-0.0904014
0.934277	0.0624681
0.914838	-0.0931104
1.0948	0.152487
0.562166	0.46202
0.324163	0.525011
0.900427	-0.0472582
0.788703	-0.0900888
0.712277	0.208845
0.709831	0.282819
0.626813	0.189924
0.640925	0.341415
0.763417	-0.00803278
0.617168	-0.045927
0.672322	-0.0866683
0.617816	-0.0370867
0.15711	-0.0288519
0.762281	-0.758544
0.519366	-0.476742
0.137563	-0.167831
-0.058937	-0.107838
0.754581	-0.649153
1.70837	-1.51299
1.75933	-1.77616
1.75662	-1.73116
1.93837	-1.866
1.62808	-1.5816
1.54452	-1.47187
1.29302	-1.07629
1.05499	-0.749138
0.740393	-0.423673
0.46619	-0.411747
0.65444	-0.468837
1.09661	-0.725538
1.29584	-0.873769
1.54689	-1.18499
1.6962	-1.37362
1.52332	-1.24317
1.09117	-0.97361
0.547838	-0.80257
0.00320645	-0.785169
0.151606	-0.809758
0.321341	-0.89431
0.410487	-0.806814
0.481849	-0.728354
0.61049	-0.660932
0.69361	-0.576013
0.811665	-0.565777
0.935183	-0.618414
1.07002	-0.746652
1.1009	-0.814145
1.05236	-0.791782
1.01068	-0.748146
1.01708	-0.826391
1.16832	-1.0662
1.25293	-1.16076
1.32068	-1.18632
1.30976	-1.17981
1.30341	-1.12691
1.35992	-1.10286
1.63717	-1.37988
1.59965	-1.2462
1.58738	-1.16171
1.6198	-1.1446
1.18491	-0.635489
1.31163	-0.784224
1.1614	-0.753172
1.20645	-0.961696
1.07499	-0.873021
0.95637	-0.843014
1.19857	-1.14327
1.15694	-0.955666
1.44392	-0.977894
1.75474	-1.44731
1.21542	-0.53962
1.12745	-0.550764
1.19449	-0.201324
0.461687	-0.12156
1.31949	-0.847088
1.71108	-1.46634
1.60417	-1.50973
1.82136	-1.57727
2.10626	-1.74282
1.0794	-0.797901
1.27937	-0.879455
1.08015	-0.589416
2.06146	-1.7723
2.11024	-1.88156
2.09023	-1.72332
2.01052	-1.52897
1.64221	-1.12294
1.38821	-0.731574
1.42528	-0.69277
1.4229	-0.716537
1.54133	-1.30261
1.29359	-1.09185
1.43792	-1.21375
0.783111	-0.194026
0.963268	-0.749064
0.293564	-0.0852492
0.194346	0.259764
-0.352558	-0.0395407
-0.122266	0.0591781
0.105268	0.332776
0.414819	0.397851
0.259531	0.0239385
0.662601	-0.321803
0.587107	-0.257664
0.641117	0.072679
0.572608	-0.114314
0.58431	-0.0519442
0.744068	0.0376406
0.58477	0.0157718
0.725349	0.134066
0.276296	-0.31847
0.497686	-0.475588
1.80896	-1.74222
2.51886	-2.60192
2.23062	-2.16953
2.32691	-2.48459
2.22425	-2.42296
1.87884	-1.89872
1.49389	-1.39845
1.50092	-1.3576
1.23637	-0.872678
1.31783	-0.971135
1.57499	-1.31258
1.67039	-1.43058
1.76782	-1.49351
2.13324	-1.96664
2.42906	-2.28325
2.91235	-2.68788
2.55518	-2.11342
1.89798	-0.848398
1.66853	-0.221158
1.47414	-0.0919521
1.14217	-0.104665
1.8168	-0.759781
2.31711	-1.71452
1.9182	-1.14669
1.97049	-1.21918
1.68249	-1.14603
1.09746	-0.61312
1.18021	-0.833117
1.28376	-0.806489
1.29161	-0.795395
0.940895	-0.234965
0.917335	-0.322691
1.3385	-0.868822
1.12023	-0.474751
1.15798	-0.557762
0.920134	-0.463442
0.828128	-0.213477
1.16673	-0.745741
1.26932	-0.839617
1.17304	-0.520821
1.1946	-0.490779
1.13149	-0.262661
1.52824	-0.965514
1.15109	-0.23265
0.940121	-0.128518
1.10834	-0.450529
0.980782	-0.284885
1.15337	-0.48419
1.23559	-0.452657
1.04302	-0.335592
1.18282	-0.259296
1.16522	-0.518104
0.850361	-0.206207
1.0409	-0.393386
1.2579	-0.515584
1.21584	-0.496246
0.9593	-0.233155
1.02546	-0.329213
1.09166	-0.267971
1.08204	-0.254647
0.842277	0.0781782
0.796856	0.173285
0.900788	-0.084935
1.03244	-0.16624
0.832769	0.0101108
0.790785	-0.23191
1.10981	-0.723299
1.62477	-1.18391
1.37321	-0.866185
1.20973	-0.28615
0.623961	-0.323732
0.94129	-0.697495
0.4735	-0.288282
0.623749	-0.388022
0.871015	-0.13409
0.856235	-0.0228272
0.990261	0.379422
0.978481	0.00489567
1.0094	-0.508479
0.953924	-1.07234
0.942051	-0.988536
0.445326	-0.626317
0.201797	-0.444618
0.360805	-0.165489
0.715411	-0.0594238
0.424322	0.340858
0.456625	0.0986858
0.0695978	0.409934
-0.255184	0.368428
-0.243132	0.279328
-0.187704	0.358242
0.297956	0.115084
1.35279	-1.0218
2.08412	-1.95486
2.24856	-1.98038
2.2797	-2.09752
2.028	-1.84438
2.03975	-1.92575
2.30563	-2.08556
2.10307	-1.8299
2.54189	-2.39315
2.08746	-1.75967
1.99756	-1.78688
1.64185	-1.40265
1.82508	-1.54768
2.80972	-3.2411
2.49807	-2.76244
3.3625	-3.63205
1.72183	-1.39193
2.46557	-2.36461
2.82017	-2.81947
2.70227	-2.46888
2.77498	-2.56538
2.41417	-2.09331
2.04141	-1.3918
2.09999	-1.56253
2.03314	-1.93263
1.64756	-1.62513
1.54368	-1.65508
1.23013	-1.54593
1.10883	-1.55971
2.01192	-2.08983
1.72474	-1.49651
1.73695	-1.30793
1.93976	-1.61936
1.13222	-0.700382
0.816302	-0.55716
0.91736	-0.997168
0.759631	-0.99885
0.670429	-1.04702
0.663393	-1.08334
0.841632	-1.22061
0.882778	-1.13921
1.22632	-1.36376
2.08439	-2.15222
2.65399	-2.85369
2.70005	-2.7734
2.92367	-3.16473
2.58762	-2.67101
2.23452	-2.1566
2.31663	-2.24825
1.96769	-1.83475
1.42907	-1.27342
1.09809	-0.957439
0.977964	-0.841259
0.908105	-0.749673
0.933219	-0.729298
1.0515	-0.84044
1.19227	-0.944527
1.16301	-0.783684
1.43621	-0.945981
1.81038	-1.66978
1.97566	-2.14809
2.25428	-2.51539
2.46129	-2.82114
2.74845	-3.09357
1.80576	-1.53902
1.31034	-0.844859
1.41992	-1.15536
1.35504	-1.22479
1.28563	-1.19914
1.21812	-0.960201
1.0706	-0.814293
1.25629	-1.08917
1.18055	-0.795937
0.955796	-0.668179
0.894998	-0.486939
0.727211	-0.348643
0.906715	-0.573529
1.00644	-0.69023
0.786404	-0.240027
0.903733	-0.30523
1.07715	-0.491576
0.702792	-0.0746127
0.86391	-0.182261
0.888552	-0.500345
1.09811	-0.936081
1.28421	-1.37245
1.12802	-1.01794
1.53843	-1.20596
1.53011	-1.26633
2.26355	-2.12613
1.68756	-1.18501
1.14656	-0.842503
1.46005	-1.4277
0.251115	-0.112193
0.404968	-0.13633
0.939201	0.397086
0.850044	0.423123
0.809578	0.507443
0.755896	0.795689
0.723306	0.834377
0.377875	0.494503
0.446576	0.298698
0.228025	-0.00975906
0.500572	-0.582779
0.439358	-0.561083
0.30073	-0.417642
0.663229	-0.697982
0.681969	-0.8366
0.863784	-1.1497
0.793692	-0.904297
0.818095	-1.13021
1.38973	-1.0157
1.36065	-1.03781
0.876238	-0.502753
0.736699	-0.315617
0.841097	-0.540367
0.897482	-0.512323
0.254097	-0.260756
0.299222	-0.305134
-0.00325592	-0.757841
0.135869	-1.02219
0.366105	-1.02905
0.625749	-1.2578
0.265354	-0.803184
-0.00578581	-0.705398
0.281081	-0.870672
0.528093	-0.707745
0.397279	-0.485471
0.174768	-0.400413
